title,authors,doi,abstract,published_date,publisher,url,Abstract
Expansive Posture,Sally D. Farley,10.1093/obo/9780199828340-0267,"<p>Much can be gleaned about the affective, cognitive, and motivational states of others by attending to various channels of nonverbal communication. Although there are a variety of ways to organize the body of research on the psychological correlates of nonverbal behavior, researchers in social psychology and communication often distinguish between two dimensions: the hierarchical dimension (status/dominance/power) and the affiliative dimension (liking/romantic interest). Most nonverbal cues have implications for both of these dimensions, and postural expansion is not an exception. Postural expansion includes “enlarging” behaviors such as sitting more erectly, opening up the torso, and extending limbs away from the body. In contrast, postural constriction involves postures that ultimately make an organism appear smaller (such as slumping the shoulders, wrapping limbs around the body, or averting the gaze downward). Numerous researchers have noted the comparative similarity between postural expansion and constriction in humans and, respectively, dominance and submission displays in animals. For example, the bristling of a cat’s fur (piloerection) in response to threat serves to make the animal look larger and more threatening, while the exposure of a dog’s stomach in submission or appeasement serves to make the animal appear smaller, less threatening, or more vulnerable. Substantially more literature has investigated the association between postural expansion and the hierarchical dimension than the affiliative dimension, a bias that is duplicated here. Furthermore, it is important to note that the “hierarchical” literature addresses several related, but unique, questions: (1) How does postural expansion affect perceptions of others’ status/dominance/power? (2) Is postural expansion linked with actual differences in status/dominance/power or other relevant dependent measures? (3) Is postural expansion reliably linked with an important universal nonverbal expression?</p>",2020-7-29,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0267,"Much can be gleaned about the affective, cognitive, and motivational states of others by attending to various channels of nonverbal communication. Although there are a variety of ways to organize the body of research on the psychological correlates of nonverbal behavior, researchers in social psychology and communication often distinguish between two dimensions: the hierarchical dimension (status/dominance/power) and the affiliative dimension (liking/romantic interest). Most nonverbal cues have implications for both of these dimensions, and postural expansion is not an exception. Postural expansion includes “enlarging” behaviors such as sitting more erectly, opening up the torso, and extending limbs away from the body. In contrast, postural constriction involves postures that ultimately make an organism appear smaller (such as slumping the shoulders, wrapping limbs around the body, or averting the gaze downward). Numerous researchers have noted the comparative similarity between postural expansion and constriction in humans and, respectively, dominance and submission displays in animals. For example, the bristling of a cat’s fur (piloerection) in response to threat serves to make the animal look larger and more threatening, while the exposure of a dog’s stomach in submission or appeasement serves to make the animal appear smaller, less threatening, or more vulnerable. Substantially more literature has investigated the association between postural expansion and the hierarchical dimension than the affiliative dimension, a bias that is duplicated here. Furthermore, it is important to note that the “hierarchical” literature addresses several related, but unique, questions: (1) How does postural expansion affect perceptions of others’ status/dominance/power? (2) Is postural expansion linked with actual differences in status/dominance/power or other relevant dependent measures? (3) Is postural expansion reliably linked with an important universal nonverbal expression?"
Language,"Cindy K. Chung, James Pennebaker",10.1093/obo/9780199828340-0078,"<p>Although language is the primary medium by which we communicate our thoughts and feelings with others, only a fraction of published studies in psychology, communication, and allied fields have addressed the underlying psychology of language. Historically, the complexity of language was simply too overwhelming to tackle. The advent of computational techniques along with digital communication and social media has changed everything. We are now witnessing an exponential growth in the number of studies that link natural language use and real-world behaviors. Over the last thirty years, computer-based text analysis has grown from relatively simple word counting methods to revolutionary Large Language Models (LLMs) that can generate natural language in ways similar to human beings. The psychological study of language has roots in philosophy, with considerable influence and overlap with the fields of anthropology, sociology, linguistics, and communications. Since the 1990s, work in language psychology has been associated with a host of newer disciplines involving natural language processing, such as cognitive science, artificial intelligence, computational linguistics, and even subfields of engineering. The different approaches to the study of language adopted by these various fields are often complementary, with each approach informing the others. Oftentimes, language scholars from different disciplines fail to appreciate each other’s perspectives. Linguists, for example, are primarily interested in the structure and function of language. Computational linguists are usually interested in developing models to best classify two or more groups of language processes. Psychologists who study language are actually interested in the psychological states of the people who are generating the language samples. Accordingly, the readings in this bibliography come from a wide variety of fields but with an emphasis on what might be useful to psychologists in their research on language. The new world of language psychology has largely been built on expanding technologies in computer and data science in parallel with developments in social and cognitive psychology. As a result of cross-disciplinary collaborations, new approaches to data collection, research and statistical methods, and theoretical orientations have evolved. Given the rapid growth of the field, the current bibliography should be viewed as a placeholder as the field will continue to expand over the next few years.</p>",2011-11-29,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0078,"Although language is the primary medium by which we communicate our thoughts and feelings with others, only a fraction of published studies in psychology, communication, and allied fields have addressed the underlying psychology of language. Historically, the complexity of language was simply too overwhelming to tackle. The advent of computational techniques along with digital communication and social media has changed everything. We are now witnessing an exponential growth in the number of studies that link natural language use and real-world behaviors. Over the last thirty years, computer-based text analysis has grown from relatively simple word counting methods to revolutionary Large Language Models (LLMs) that can generate natural language in ways similar to human beings. The psychological study of language has roots in philosophy, with considerable influence and overlap with the fields of anthropology, sociology, linguistics, and communications. Since the 1990s, work in language psychology has been associated with a host of newer disciplines involving natural language processing, such as cognitive science, artificial intelligence, computational linguistics, and even subfields of engineering. The different approaches to the study of language adopted by these various fields are often complementary, with each approach informing the others. Oftentimes, language scholars from different disciplines fail to appreciate each other’s perspectives. Linguists, for example, are primarily interested in the structure and function of language. Computational linguists are usually interested in developing models to best classify two or more groups of language processes. Psychologists who study language are actually interested in the psychological states of the people who are generating the language samples. Accordingly, the readings in this bibliography come from a wide variety of fields but with an emphasis on what might be useful to psychologists in their research on language. The new world of language psychology has largely been built on expanding technologies in computer and data science in parallel with developments in social and cognitive psychology. As a result of cross-disciplinary collaborations, new approaches to data collection, research and statistical methods, and theoretical orientations have evolved. Given the rapid growth of the field, the current bibliography should be viewed as a placeholder as the field will continue to expand over the next few years."
Positive Psychology and the Illness Ideology: Toward a Positive Clinical Psychology,James E. Maddux,10.1111/j.1464-0597.2008.00354.x,"This article challenges traditional views of the proper subject matter of clinical psychology, the nature of psychological adjustment and maladjustment, and the roles and functions of clinical psychologists. Toward this end, the article discusses clinical psychologists’<jats:italic>conceptions </jats:italic>of psychological adjustment and maladjustment and of the <jats:italic>difference</jats:italic> between psychological adjustment and maladjustment. It describes and challenges the <jats:italic>illness ideology </jats:italic>that has prevailed in clinical psychology for the past century—an ideology that has been socially constructed rather than scientifically constructed. This ideology consists of not only a set of assumptions about the nature of psychological adjustment and the “territory” of clinical psychology but also a language that influences the way clinical psychologists and others think about the field. It then offers a statement of a new mission for and vision of clinical psychology based on the values of positive psychology.Cet article interroge l’approche traditionnelle des questions spécifiques à la psychologie clinique, la nature de l’adaptation et de l’inadaptation psychologiques, et les rôles et fonctions des psychologues cliniciens. A cette fin, on examine les <jats:italic>conceptions</jats:italic> des cliniciens concernant l’adaptation et l’inadaptation psychologiques, ainsi que la <jats:italic>différence</jats:italic> entre ces deux notions. On décrit et conteste l’<jats:italic>idéologie de la maladie</jats:italic> qui a prévalu en psychologie clinique au cours du dernier siècle, une idéologie qui a étéélaborée socialement plutôt que scientifiquement. Cette idéologie renvoie non seulement à une série d’affirmations sur la nature de l’adaptation psychologique et le « territoire » de la psychologie clinique, mais aussi à un langage qui influence la façon dont les psychologues cliniciens (et d’autres aussi) abordent ce domaine. On propose ensuite, à partir des valeurs de la psychologie positive, une vision de la psychologie clinique débouchant pour elle sur une nouvelle mission.",2008-6-28,Wiley,https://doi.org/10.1111/j.1464-0597.2008.00354.x,"This article challenges traditional views of the proper subject matter of clinical psychology, the nature of psychological adjustment and maladjustment, and the roles and functions of clinical psychologists. Toward this end, the article discusses clinical psychologists’conceptions of psychological adjustment and maladjustment and of the difference between psychological adjustment and maladjustment. It describes and challenges the illness ideology that has prevailed in clinical psychology for the past century—an ideology that has been socially constructed rather than scientifically constructed. This ideology consists of not only a set of assumptions about the nature of psychological adjustment and the “territory” of clinical psychology but also a language that influences the way clinical psychologists and others think about the field. It then offers a statement of a new mission for and vision of clinical psychology based on the values of positive psychology.Cet article interroge l’approche traditionnelle des questions spécifiques à la psychologie clinique, la nature de l’adaptation et de l’inadaptation psychologiques, et les rôles et fonctions des psychologues cliniciens. A cette fin, on examine les conceptions des cliniciens concernant l’adaptation et l’inadaptation psychologiques, ainsi que la différence entre ces deux notions. On décrit et conteste l’idéologie de la maladie qui a prévalu en psychologie clinique au cours du dernier siècle, une idéologie qui a étéélaborée socialement plutôt que scientifiquement. Cette idéologie renvoie non seulement à une série d’affirmations sur la nature de l’adaptation psychologique et le « territoire » de la psychologie clinique, mais aussi à un langage qui influence la façon dont les psychologues cliniciens (et d’autres aussi) abordent ce domaine. On propose ensuite, à partir des valeurs de la psychologie positive, une vision de la psychologie clinique débouchant pour elle sur une nouvelle mission."
The Media Assignment: Enhancing Psychology Students’ Ability to Apply Their Knowledge of Psychology,Timothy J. Lawson,10.1177/009862839402100307,"In this study, I explore whether a media assignment, similar to that used by Rider (1992), increased introductory psychology students’ ability to apply their knowledge of psychological concepts to examples of real-world events. Students collected examples from the popular media that illustrated either operant-or classical-conditioning concepts. Afterward, they took a quiz that contained factual and applied multiple-choice questions on these concepts. Students who collected examples of operant-conditioning concepts performed better than other students on quiz questions designed to assess their ability to apply their knowledge of operant conditioning. However, students who collected examples of classical-conditioning concepts did not outperform other students on applied classical-conditioning questions. Media assignments may enhance students’ learning and their ability to apply course knowledge to real-world events.",1994-10,SAGE Publications,https://doi.org/10.1177/009862839402100307,"In this study, I explore whether a media assignment, similar to that used by Rider (1992), increased introductory psychology students’ ability to apply their knowledge of psychological concepts to examples of real-world events. Students collected examples from the popular media that illustrated either operant-or classical-conditioning concepts. Afterward, they took a quiz that contained factual and applied multiple-choice questions on these concepts. Students who collected examples of operant-conditioning concepts performed better than other students on quiz questions designed to assess their ability to apply their knowledge of operant conditioning. However, students who collected examples of classical-conditioning concepts did not outperform other students on applied classical-conditioning questions. Media assignments may enhance students’ learning and their ability to apply course knowledge to real-world events."
A History of Clinical Psychology,Donald K. Routh,10.1093/oxfordhb/9780199328710.013.001,"<p>To be memorable, a history such as this might best be organized under a small number of headings. Accordingly, this chapter is structured around the work of seven pioneers who arguably had the greatest influence on the development of the field. Lightner Witmer is generally considered to have founded clinical psychology in 1896 (McReynolds, 1987, 1997; Routh, 1996; Watson, 1956). Hippocrates was the ancient Greek founder of medicine, always a close professional cousin of clinical psychology and a scientific model for psychology in general. Theodule Ribot led the development of psychology as an academic discipline in 19th-century France, as one primarily focused on clinical issues. Alfred Binet, also in France, devised the first practical “intelligence” test in 1905; administering such tests was among the most common activities of early clinical psychologists. Leta Hollingworth was an early practitioner who played a large role in the development of organized clinical psychology beginning in 1917 (Routh, 1994). Sigmund Freud founded psychoanalysis, the first influential form of psychotherapy practiced by clinical psychologists, among others. Finally, Hans Eysenck was among the earliest to conceptualize behavior therapy and to promote the use of what have come to be known as evidence-based methods of intervention in clinical psychology.</p>",2014-5-15,Oxford University Press,https://doi.org/10.1093/oxfordhb/9780199328710.013.001,"To be memorable, a history such as this might best be organized under a small number of headings. Accordingly, this chapter is structured around the work of seven pioneers who arguably had the greatest influence on the development of the field. Lightner Witmer is generally considered to have founded clinical psychology in 1896 (McReynolds, 1987, 1997; Routh, 1996; Watson, 1956). Hippocrates was the ancient Greek founder of medicine, always a close professional cousin of clinical psychology and a scientific model for psychology in general. Theodule Ribot led the development of psychology as an academic discipline in 19th-century France, as one primarily focused on clinical issues. Alfred Binet, also in France, devised the first practical “intelligence” test in 1905; administering such tests was among the most common activities of early clinical psychologists. Leta Hollingworth was an early practitioner who played a large role in the development of organized clinical psychology beginning in 1917 (Routh, 1994). Sigmund Freud founded psychoanalysis, the first influential form of psychotherapy practiced by clinical psychologists, among others. Finally, Hans Eysenck was among the earliest to conceptualize behavior therapy and to promote the use of what have come to be known as evidence-based methods of intervention in clinical psychology."
The Role of Psychology Departments in Supporting Secondary School Teachers of Psychology,Bruce B. Henderson,10.1207/s15328023top2102_12,Providing continuing education for secondary school teachers may be more important to the improvement of high school psychology than are changes in teacher preparation and certification. The special role that college and university departments of psychology can play in providing this education and supporting these teachers is illustrated in a brief history of one department's work with teachers in North Carolina.,1994-4,SAGE Publications,https://doi.org/10.1207/s15328023top2102_12,Providing continuing education for secondary school teachers may be more important to the improvement of high school psychology than are changes in teacher preparation and certification. The special role that college and university departments of psychology can play in providing this education and supporting these teachers is illustrated in a brief history of one department's work with teachers in North Carolina.
Elaborating Cognitive Psychology through Linkages to Psychology as a Helping Profession,"Robert J. Sternberg, Martin J. Dennis",10.1207/s15328023top2404_3,Many psychology students are interested in psychology as a helping profession. Teachers of cognitive psychology can establish links from the cognitive course to psychology as a helping profession that will motivate students both to take the course and to learn more effectively in the course because of personal meaningfulness. Teachers of cognitive psychology can establish at least 6 major links throughout the course.,1997-10,SAGE Publications,https://doi.org/10.1207/s15328023top2404_3,Many psychology students are interested in psychology as a helping profession. Teachers of cognitive psychology can establish links from the cognitive course to psychology as a helping profession that will motivate students both to take the course and to learn more effectively in the course because of personal meaningfulness. Teachers of cognitive psychology can establish at least 6 major links throughout the course.
Positive Psychology Traditions in Classical European Psychology,Csaba PlÉH,10.1093/oso/9780195176797.003.0002,"<jats:title>Abstract</jats:title>
               The purpose of this chapter is to show the insights of 19thand 20thcentury European psychology that can be regarded as predecessors of present-day positive psychology. To see this in context, I will present an overview of some modern European epistemological predecessors of positive psychology. Basically there are four topics to be highlighted: I will anchor my points around speciflc heroes, such as John Stuart Mill, William Stern, and Karl Bühler. Yet these persons should be understood as representatives of entire streams of thought. During the long prehistory of positive psychology, many central issues emerged at various times. We can consider the tradition of positive psychology as one whose roots are based in an opposition to a passive, hedonistic, and at the same time helpless image of man.",2006-4-20,"Oxford University PressNew York, NY",https://doi.org/10.1093/oso/9780195176797.003.0002,"Abstract
               The purpose of this chapter is to show the insights of 19thand 20thcentury European psychology that can be regarded as predecessors of present-day positive psychology. To see this in context, I will present an overview of some modern European epistemological predecessors of positive psychology. Basically there are four topics to be highlighted: I will anchor my points around speciflc heroes, such as John Stuart Mill, William Stern, and Karl Bühler. Yet these persons should be understood as representatives of entire streams of thought. During the long prehistory of positive psychology, many central issues emerged at various times. We can consider the tradition of positive psychology as one whose roots are based in an opposition to a passive, hedonistic, and at the same time helpless image of man."
Meditation and Positive Psychology,Shauna L. Shapiro,10.1093/oxfordhb/9780195187243.013.0057,"<p>Mental health, once defined in terms of absence of illness, has gradually become understood in a more holistic way, which also includes the positive qualities that help people flourish. This evolving definition of mental health has led to an exploration of other traditions and practices, including meditation, which for thousands of years have been devoted to developing an expanded vision of human potential. One result was the introduction of the practice of meditation into Western scientific study. However, the principal original intentions of meditation, to uncover the positive and to catalyze our internal potential for healing and development, have been largely ignored by the scientific community. Yet, a small number of researchers and theorists have explored and continue to explore the positive effects of meditation. The chapter focuses on this pioneering work.</p>",2009-7-30,Oxford University Press,https://doi.org/10.1093/oxfordhb/9780195187243.013.0057,"Mental health, once defined in terms of absence of illness, has gradually become understood in a more holistic way, which also includes the positive qualities that help people flourish. This evolving definition of mental health has led to an exploration of other traditions and practices, including meditation, which for thousands of years have been devoted to developing an expanded vision of human potential. One result was the introduction of the practice of meditation into Western scientific study. However, the principal original intentions of meditation, to uncover the positive and to catalyze our internal potential for healing and development, have been largely ignored by the scientific community. Yet, a small number of researchers and theorists have explored and continue to explore the positive effects of meditation. The chapter focuses on this pioneering work."
Post-Cognitive Psychology,Jonathan Potter,10.1177/0959354300010001596,"This paper speculates about what will, and should, follow cognitivism in psychology in the new century. It highlights the importance of the work of Wittgenstein, Sacks and Edwards for the development of post-cognitive psychology. Cognitivism is criticized for failing to conceptualize practices in a way that recognizes their action orientation and co-construction, and to appreciate how they are given sense through people's categories, formulations and orientations. Discursive psychology focuses on the production of versions of reality and cognition as parts of practices in natural settings. It is offered as one potential successor to cognitivism.",2000-2,SAGE Publications,https://doi.org/10.1177/0959354300010001596,"This paper speculates about what will, and should, follow cognitivism in psychology in the new century. It highlights the importance of the work of Wittgenstein, Sacks and Edwards for the development of post-cognitive psychology. Cognitivism is criticized for failing to conceptualize practices in a way that recognizes their action orientation and co-construction, and to appreciate how they are given sense through people's categories, formulations and orientations. Discursive psychology focuses on the production of versions of reality and cognition as parts of practices in natural settings. It is offered as one potential successor to cognitivism."
Unconscious Processes,John F. Kihlstrom,10.1093/obo/9780199828340-0228,"<p>Consciousness has to do with two aspects of mental life: monitoring ourselves, our phenomenal awareness of our experiences, thoughts, and actions; and controlling ourselves, engaging in voluntary behavior that goes beyond reflex, instinct, and conditioned response. The unconscious mind—whether it exists at all, and if so what its scope and limits are—has been an important theoretical issue since the beginning of scientific psychology. There are of course many physical and biological processes that, in some sense, proceed unconsciously: the orbiting of planets around the sun and photosynthesis are two examples. Changes in blood pressure are not accessible to phenomenal awareness; and the brain activity which gives rise to consciousness itself goes on unconsciously (neurosurgeons assure us that there is no afference in the brain). But there is little point in talking about something being unconscious if that same thing cannot also be conscious, in the sense of being accessible to phenomenal awareness and voluntary control. Therefore, the adjective unconscious only makes sense when applied to mental states and mental activity, as an adjectival contrast to conscious. Mental states come in various forms—namely cognition (percepts, memories, thoughts, and knowledge acquired through learning), emotion (positive and negative feelings), and motivation (desires and goals of approach and avoidance). Usually, these mental states are accessible to consciousness, in that people are generally aware of what they are thinking, what they want and feel. “The unconscious” is shorthand for mental states and processes that are inaccessible to introspective phenomenal awareness and voluntary control. The question is whether, and to what extent, mental states can exist (and mental activities transpire) outside the scope of phenomenal awareness and voluntary control. Objection: If these mental states and activities are unconscious, how are we to know them? Answer: We know them indirectly by virtue of their effects on our ongoing conscious experience, thought, and action. Question: If there are two kinds of mental states and processes, conscious and unconscious, how do they compare and contrast? Answer: In principle, unconscious processes differ from conscious processes because they operate outside phenomenal awareness. And because conscious awareness is the logical prerequisite for conscious control; unconscious processes are not susceptible to voluntary self-regulation. Other differences between conscious and unconscious processes are empirical questions. This revision adds items that appeared through 2022.</p>",2018-11-29,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0228,"Consciousness has to do with two aspects of mental life: monitoring ourselves, our phenomenal awareness of our experiences, thoughts, and actions; and controlling ourselves, engaging in voluntary behavior that goes beyond reflex, instinct, and conditioned response. The unconscious mind—whether it exists at all, and if so what its scope and limits are—has been an important theoretical issue since the beginning of scientific psychology. There are of course many physical and biological processes that, in some sense, proceed unconsciously: the orbiting of planets around the sun and photosynthesis are two examples. Changes in blood pressure are not accessible to phenomenal awareness; and the brain activity which gives rise to consciousness itself goes on unconsciously (neurosurgeons assure us that there is no afference in the brain). But there is little point in talking about something being unconscious if that same thing cannot also be conscious, in the sense of being accessible to phenomenal awareness and voluntary control. Therefore, the adjective unconscious only makes sense when applied to mental states and mental activity, as an adjectival contrast to conscious. Mental states come in various forms—namely cognition (percepts, memories, thoughts, and knowledge acquired through learning), emotion (positive and negative feelings), and motivation (desires and goals of approach and avoidance). Usually, these mental states are accessible to consciousness, in that people are generally aware of what they are thinking, what they want and feel. “The unconscious” is shorthand for mental states and processes that are inaccessible to introspective phenomenal awareness and voluntary control. The question is whether, and to what extent, mental states can exist (and mental activities transpire) outside the scope of phenomenal awareness and voluntary control. Objection: If these mental states and activities are unconscious, how are we to know them? Answer: We know them indirectly by virtue of their effects on our ongoing conscious experience, thought, and action. Question: If there are two kinds of mental states and processes, conscious and unconscious, how do they compare and contrast? Answer: In principle, unconscious processes differ from conscious processes because they operate outside phenomenal awareness. And because conscious awareness is the logical prerequisite for conscious control; unconscious processes are not susceptible to voluntary self-regulation. Other differences between conscious and unconscious processes are empirical questions. This revision adds items that appeared through 2022."
Lineups,"Margaret Bull Kovera, Jacqueline Katzman",10.1093/obo/9780199828340-0275,"<p>Lineups are conducted in the course of police investigations when a crime has been witnessed by one or more people. A lineup typically consists of a person whom the police believe committed the crime (i.e., the suspect) and some number of people who are known to be innocent of the crime (i.e., fillers). When the police have developed a suspect, they show witnesses a lineup to test whether they will claim that the suspect is the person who committed the crime (i.e., the perpetrator). If so, the witness is said to have made a positive identification of the suspect. What is not clear, at least in real-world investigations, is whether that identification is correct, because sometimes suspects are guilty and sometimes they are innocent. Since the late 1970s, psychologists have conducted experiments to find lineup procedures that decrease the likelihood that witnesses will mistakenly identify innocent suspects. These experiments are typically conducted in laboratory settings in which researchers expose participants to a simulated crime, often on videotape. After the participant-witnesses have viewed the crime, they are asked to attempt an identification from a lineup. In the laboratory, researchers can vary whether the perpetrator appears in that lineup. When the perpetrator is present in the lineup (i.e., a target-present lineup), the witness can identify the suspect (a correct identification), identify a filler, or say that the perpetrator is not there (an incorrect rejection of the lineup). When the perpetrator is not present (i.e., a target-absent lineup), the witness can make a mistaken identification of the suspect, identify a filler, or correctly reject the lineup. Using this method, researchers have identified lineup procedures that decrease mistaken identifications, which are the leading cause of wrongful convictions among those who have been exonerated by DNA tests conducted after trial. This article contains sections describing comprehensive General Overviews of research on lineups, research demonstrating that Live Lineups Are Equivalent to Photo Lineups, and Policy Recommendations and Best Practice Guidelines. The remaining sections describe many of these policy recommendations, including how Lineups Are Superior to Showups, having an Evidence-Based Suspicion for placing a suspect in a lineup, unbiased Lineup Composition, Double-Blind Administration, proper Lineup Instructions, collecting witnesses’ Confidence Statements in the accuracy of their identification immediately after the initial identification, Video Recording Identification Procedures, and avoiding Repeated Lineups. An additional section addresses special issues that need to be considered when Conducting Lineups with Children.</p>",2021-2-24,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0275,"Lineups are conducted in the course of police investigations when a crime has been witnessed by one or more people. A lineup typically consists of a person whom the police believe committed the crime (i.e., the suspect) and some number of people who are known to be innocent of the crime (i.e., fillers). When the police have developed a suspect, they show witnesses a lineup to test whether they will claim that the suspect is the person who committed the crime (i.e., the perpetrator). If so, the witness is said to have made a positive identification of the suspect. What is not clear, at least in real-world investigations, is whether that identification is correct, because sometimes suspects are guilty and sometimes they are innocent. Since the late 1970s, psychologists have conducted experiments to find lineup procedures that decrease the likelihood that witnesses will mistakenly identify innocent suspects. These experiments are typically conducted in laboratory settings in which researchers expose participants to a simulated crime, often on videotape. After the participant-witnesses have viewed the crime, they are asked to attempt an identification from a lineup. In the laboratory, researchers can vary whether the perpetrator appears in that lineup. When the perpetrator is present in the lineup (i.e., a target-present lineup), the witness can identify the suspect (a correct identification), identify a filler, or say that the perpetrator is not there (an incorrect rejection of the lineup). When the perpetrator is not present (i.e., a target-absent lineup), the witness can make a mistaken identification of the suspect, identify a filler, or correctly reject the lineup. Using this method, researchers have identified lineup procedures that decrease mistaken identifications, which are the leading cause of wrongful convictions among those who have been exonerated by DNA tests conducted after trial. This article contains sections describing comprehensive General Overviews of research on lineups, research demonstrating that Live Lineups Are Equivalent to Photo Lineups, and Policy Recommendations and Best Practice Guidelines. The remaining sections describe many of these policy recommendations, including how Lineups Are Superior to Showups, having an Evidence-Based Suspicion for placing a suspect in a lineup, unbiased Lineup Composition, Double-Blind Administration, proper Lineup Instructions, collecting witnesses’ Confidence Statements in the accuracy of their identification immediately after the initial identification, Video Recording Identification Procedures, and avoiding Repeated Lineups. An additional section addresses special issues that need to be considered when Conducting Lineups with Children."
Evolutionary Psychology as Maladapted Psychology,Robert C. Richardson,10.7551/mitpress/7464.001.0001,"A philosopher subjects the claims of evolutionary psychology to the evidential and methodological requirements of evolutionary biology, concluding that evolutionary psychology's explanations amount to speculation disguised as results.
               Human beings, like other organisms, are the products of evolution. Like other organisms, we exhibit traits that are the product of natural selection. Our psychological capacities are evolved traits as much as are our gait and posture. This much few would dispute. Evolutionary psychology goes further than this, claiming that our psychological traits—including a wide variety of traits, from mate preference and jealousy to language and reason—can be understood as specific adaptations to ancestral Pleistocene conditions. In Evolutionary Psychology as Maladapted Psychology, Robert Richardson takes a critical look at evolutionary psychology by subjecting its ambitious and controversial claims to the same sorts of methodological and evidential constraints that are broadly accepted within evolutionary biology.
               The claims of evolutionary psychology may pass muster as psychology; but what are their evolutionary credentials? Richardson considers three ways adaptive hypotheses can be evaluated, using examples from the biological literature to illustrate what sorts of evidence and methodology would be necessary to establish specific evolutionary and adaptive explanations of human psychological traits. He shows that existing explanations within evolutionary psychology fall woefully short of accepted biological standards. The theories offered by evolutionary psychologists may identify traits that are, or were, beneficial to humans. But gauged by biological standards, there is inadequate evidence: evolutionary psychologists are largely silent on the evolutionary evidence relevant to assessing their claims, including such matters as variation in ancestral populations, heritability, and the advantage offered to our ancestors. As evolutionary claims they are unsubstantiated. Evolutionary psychology, Richardson concludes, may offer a program of research, but it lacks the kind of evidence that is generally expected within evolutionary biology. It is speculation rather than sound science—and we should treat its claims with skepticism.
               Bradford Books imprint",2007-11-2,The MIT Press,https://doi.org/10.7551/mitpress/7464.001.0001,"A philosopher subjects the claims of evolutionary psychology to the evidential and methodological requirements of evolutionary biology, concluding that evolutionary psychology's explanations amount to speculation disguised as results.
               Human beings, like other organisms, are the products of evolution. Like other organisms, we exhibit traits that are the product of natural selection. Our psychological capacities are evolved traits as much as are our gait and posture. This much few would dispute. Evolutionary psychology goes further than this, claiming that our psychological traits—including a wide variety of traits, from mate preference and jealousy to language and reason—can be understood as specific adaptations to ancestral Pleistocene conditions. In Evolutionary Psychology as Maladapted Psychology, Robert Richardson takes a critical look at evolutionary psychology by subjecting its ambitious and controversial claims to the same sorts of methodological and evidential constraints that are broadly accepted within evolutionary biology.
               The claims of evolutionary psychology may pass muster as psychology; but what are their evolutionary credentials? Richardson considers three ways adaptive hypotheses can be evaluated, using examples from the biological literature to illustrate what sorts of evidence and methodology would be necessary to establish specific evolutionary and adaptive explanations of human psychological traits. He shows that existing explanations within evolutionary psychology fall woefully short of accepted biological standards. The theories offered by evolutionary psychologists may identify traits that are, or were, beneficial to humans. But gauged by biological standards, there is inadequate evidence: evolutionary psychologists are largely silent on the evolutionary evidence relevant to assessing their claims, including such matters as variation in ancestral populations, heritability, and the advantage offered to our ancestors. As evolutionary claims they are unsubstantiated. Evolutionary psychology, Richardson concludes, may offer a program of research, but it lacks the kind of evidence that is generally expected within evolutionary biology. It is speculation rather than sound science—and we should treat its claims with skepticism.
               Bradford Books imprint"
Ideas from Psychology and Behavioral Science Leading to Dynamic Forms of Vitality,Daniel N. Stern,10.1093/med:psych/9780199586066.003.0003,"<p>
 Chapter 3 explores ideas from psychology and behavioral science that are leading to dynamic forms of vitality, beginning with the ideas and influences of psychoanalysis and phenomenology, and reviews of the attempts of psychological and behavioral science to deal with dynamic forms of vitality. 
</p>",2015-8,Oxford University Press,https://doi.org/10.1093/med:psych/9780199586066.003.0003,"
 Chapter 3 explores ideas from psychology and behavioral science that are leading to dynamic forms of vitality, beginning with the ideas and influences of psychoanalysis and phenomenology, and reviews of the attempts of psychological and behavioral science to deal with dynamic forms of vitality. 
"
